first_name,last_name,company_name,address,city,province,postal,phone1,email,web,exam_1,exam_2,exam_3,Dept,transcode
Paris,Bellis,Woodstown Natl Bnk & Trst Co,89 Parade St,Woodstock,ON,N4S 3K1,519-909-5933,paris@gmail.com,http://www.woodstownnatlbnktrstco.com,83,77,66,MATH,Code060
Sina,Masiejczyk,Misioneros Del Camino,3067 W Wabansia Ave,Etobicoke,ON,M9C 5B4,416-369-7013,smasiejczyk@cox.net,http://www.misionerosdelcamino.com,84,86,60,PHY,Code076
Kimi,Selfe,M & M Assoc Inc,2 W Kellogg Dr #5,Jonquiere,QC,G8A 1H7,418-795-3880,kimi@cox.net,http://www.mmassocinc.com,85,73,96,MATH,Code098
Chun,Richrdson,"Hoyt, Robert F Esq",3 Aiea Heights #660,Regina,SK,S4T 3L1,306-245-2534,chun_richrdson@richrdson.org,http://www.hoytrobertfesq.com,85,52,84,POL,Code065
Lelia,Thiemann,"Kleeman, Dena A Esq",440 Town Center Dr,Kamloops,BC,V2B 7W6,250-671-3851,lelia.thiemann@yahoo.com,http://www.kleemandenaaesq.com,86,97,55,MATH,Code021
Cordell,Zinda,"Kaye, Jeffrey A Esq",91 Argyle Rd,Sherbrooke,QC,J1H 6E3,819-508-6057,cordell_zinda@cox.net,http://www.kayejeffreyaesq.com,68,59,83,BIO,Code035
Dorothy,Aitken,"Mcmillon, Wendy A Esq",4 Hanover Pike,Mississauga,ON,L5V 1E5,905-554-3838,dorothy.aitken@cox.net,http://www.mcmillonwendyaesq.com,59,99,63,POL,Code097
Chauncey,Mcelreath,Buchman Enterprises Inc,615 Main St #3722,Vanier,ON,K1L 7E2,613-908-7090,chauncey.mcelreath@yahoo.com,http://www.buchmanenterprisesinc.com,97,62,79,PHY,Code076
Tenesha,Stropko,"Guroff, Julia H Esq",648 Waihona St #1152,Cardigan,NB,E6B 1L7,506-629-6209,tenesha.stropko@aol.com,http://www.guroffjuliahesq.com,98,65,86,MATH,Code079
Anjelica,Lovero,Dayton Appliance Parts Co,689 S Steele St #1887,Amherst,NS,B4H 1K5,902-386-1443,anjelica@lovero.org,http://www.daytonappliancepartsco.com,92,81,99,BIO,Code095
Olga,Adessa,"Weiss, Arnold M Cpa",8507 Upland St,Burlington,ON,L7P 4T1,905-775-6413,oadessa@cox.net,http://www.weissarnoldmcpa.com,84,100,57,POL,Code025
Monte,Tindal,Amercn Inst For Conserve Hist,577 Page Ave,Laval,QC,H7M 5P7,450-637-6499,monte@cox.net,http://www.amercninstforconservehist.com,99,99,90,PHY,Code068
Pamela,Mccoskey,Thriftlodge,6 West St #2,Terrebonne,QC,J6W 4W3,450-282-1236,pamela.mccoskey@gmail.com,http://www.thriftlodge.com,82,69,88,MATH,Code024
Toshia,Lippoldt,U Stor,7 Duluth St,Stoneham-Et-Tewkesbury,QC,G3C 0S2,418-759-7863,toshia_lippoldt@aol.com,http://www.ustor.com,67,69,73,PHY,Code025
Polly,Sandusky,Passumpsic Savings Bank,39 Logan Ave #9518,Hamilton,ON,L9A 4H9,905-705-6018,polly.sandusky@cox.net,http://www.passumpsicsavingsbank.com,83,57,64,MATH,Code012
Judy,Boerboom,Crissey Fowler Lumber Co,384 N Main St,Paradise,NL,A1L 0H4,709-560-7848,jboerboom@boerboom.com,http://www.crisseyfowlerlumberco.com,68,56,90,BIO,Code060
Celestine,Pritt,James Heistand Inc,79 E 92nd St,Ottawa,ON,K1G 3B6,613-875-3120,celestine_pritt@cox.net,http://www.jamesheistandinc.com,68,50,73,POL,Code025
Murray,Fode,"Hughes, Richard D Esq",59 W Century Rd,Pointe-Claire,QC,H9R 5N9,514-921-5562,mfode@yahoo.com,http://www.hughesricharddesq.com,70,73,63,MATH,Code056
Shoshana,Courter,Harry Jersig Center,8763 N Front St,Windsor,ON,N8Y 4T9,519-396-2906,shoshana@courter.org,http://www.harryjersigcenter.com,94,66,65,MATH,Code083
Glendora,Pezley,John L Scott Real Estate,2 80e E #7867,Edmonton,AB,T5Y 3J7,780-508-2609,glendora.pezley@cox.net,http://www.johnlscottrealestate.com,97,77,54,MATH,Code090
Carlene,Kana,Oregon Cherry Growers Inc,541 N 88th Ave,Brantford,ON,N3T 2H4,519-930-5055,ckana@kana.com,http://www.oregoncherrygrowersinc.com,69,57,58,BIO,Code031
Adria,Gilliam,Brokers Marketplace,60 15th Ave,Hamilton,ON,L8N 2V6,905-563-9396,adria_gilliam@cox.net,http://www.brokersmarketplace.com,54,62,83,PHY,Code072
Paola,Perkins,M K Goulding And Associates,3951 Seaway Dr,Grande Prairie,AB,T8V 4G4,50l-573-8903,paola.perkins@aol.com,http://www.mkgouldingandassociates.com,67,51,66,MATH,Code057
Elina,Maury,Hobson Printing Co,2097 N Stonestreet Ave,North York,ON,M6M 3B1,416-582-4379,elina.maury@hotmail.com,http://www.hobsonprintingco.com,85,70,62,POL,Code012
Emile,Dorio,"Olson, Waldine H Esq",264 Jefferson Hwy #83,Saint-Bruno,QC,J3V 4R8,450-529-3773,edorio@cox.net,http://www.olsonwaldinehesq.com,60,89,82,BIO,Code046
Zoila,Lannigan,Fox Chase Federal Savings Bank,40 N Dean St,York,ON,M6N 3Z2,416-322-9207,zlannigan@aol.com,http://www.foxchasefederalsavingsbank.com,57,97,59,MATH,Code092
Yong,Yestramski,Kraft Foodservice Inc,365 Zebra Pl,Brantford,ON,N3R 3C6,519-344-3979,yong_yestramski@aol.com,http://www.kraftfoodserviceinc.com,72,97,91,MATH,Code038
Leontine,Stalma,Comprehensive Environ Svc Inc,859 Franquette Ave,Simcoe,ON,N3Y 5H1,519-641-7145,lstalma@stalma.org,http://www.comprehensiveenvironsvcinc.com,63,54,99,BIO,Code044
Troy,Dicus,Quick Turn Circuits Inc,58 Calle Arroyo,Trenton,ON,K8V 3Z2,613-938-7999,troy_dicus@yahoo.com,http://www.quickturncircuitsinc.com,66,87,82,POL,Code065
Annamaria,Vanhuss,"Call, Dell R",8348 1st Ave W,Dundas,ON,L9H 2C3,905-495-3301,annamaria.vanhuss@cox.net,http://www.calldellr.com,89,57,100,MATH,Code094
Dorothea,Lowther,"Herline, Georgia",2763 Fort Campbell Blvd #7554,Sudbury,ON,P3E 2W9,705-793-4986,dorothea_lowther@yahoo.com,http://www.herlinegeorgia.com,71,55,58,PHY,Code079
Marion,Letran,"Snyder, Daniel Esq",5670 Leonis Blvd,Gatineau,QC,J8Y 5Z4,819-966-7240,marion_letran@cox.net,http://www.snyderdanielesq.com,61,75,52,PHY,Code043
Avery,Masso,Far Western Trophy & Awards,6 Central Ave #664,Amherst,NS,B4H 1N1,902-588-8947,avery.masso@hotmail.com,http://www.farwesterntrophyawards.com,91,73,67,PHY,Code011
Trinidad,Bredernitz,Tmr The Music Room,75 N Washington Ave,Lasalle,QC,H8N 1S9,514-561-2312,trinidad@yahoo.com,http://www.tmrthemusicroom.com,54,58,50,POL,Code059
Herminia,Penso,Jurgemeyer Frey & Haufe,880 W South Water Market,Fort McMurray,AB,T9H 3A8,780-740-5294,hpenso@cox.net,http://www.jurgemeyerfreyhaufe.com,97,98,94,POL,Code074
Val,Bigaud,Mpsi Systems Inc,42 N 16th St #620,Montreal,QC,H2C 3A1,514-726-2573,val_bigaud@aol.com,http://www.mpsisystemsinc.com,63,62,59,POL,Code048
Renay,Oviedo,"Wanek, Jerrold Esq",873 E Cumberland St,North York,ON,M6B 3Y3,416-336-6767,renay.oviedo@oviedo.com,http://www.wanekjerroldesq.com,73,58,61,BIO,Code001
Buck,Kotow,Black Drill Co Inc,863 Mcgilchrist St Se,Thunder Bay,ON,P7E 2H1,807-668-2676,buck_kotow@aol.com,http://www.blackdrillcoinc.com,62,83,53,MATH,Code054
Toi,Rollison,Armored Transport Of Ca Inc,2 S Church St,Terrebonne,QC,J6W 1M9,450-714-2875,toi_rollison@rollison.com,http://www.armoredtransportofcainc.com,51,54,55,POL,Code047
Shanice,Pennel,Firm Security Systems Inc,31 N Canal St,Kingston,ON,K7L 2Y7,613-850-3405,shanice.pennel@pennel.org,http://www.firmsecuritysystemsinc.com,58,62,81,BIO,Code069
Oliva,Ramerez,Summit Dynamics,8688 Manning Blvd #547,Calgary,AB,T2C 1W4,403-690-1059,oramerez@yahoo.com,http://www.summitdynamics.com,71,57,60,POL,Code092
Tamera,Crocker,Cooper & Kelley,652 Pacific Hwy,Edmonton,AB,T5C 3M1,780-833-7024,tcrocker@cox.net,http://www.cooperkelley.com,52,67,65,MATH,Code015
Melvin,Rather,Milt Charno & Assoc Inc,8794 34th Ave,Drummondville,QC,J2B 3S8,819-418-3496,melvin.rather@aol.com,http://www.miltcharnoassocinc.com,90,83,80,POL,Code083
Essie,Fitzke,Artistic Gifts Inc,9 3rd St,Welshpool,NB,E5E 1G8,506-785-2719,essie_fitzke@fitzke.org,http://www.artisticgiftsinc.com,65,83,100,BIO,Code019
Shay,Knieper,"Raby, Paul Ed",571 Maiden Ln #7,Brossard,QC,J4X 1J9,450-806-3050,shay.knieper@gmail.com,http://www.rabypauled.com,,60,88,MATH,Code042
Ruby,Sensibaugh,Qualex Inc,637 Wright Rd,Coquitlam,BC,V3K 2P4,604-553-2468,ruby@sensibaugh.com,http://www.qualexinc.com,97,90,57,PHY,Code053
Caren,Doscher,Personal Christianity Chapel,1770 Mission Ave,Calgary,AB,T3H 2S3,403-344-3614,cdoscher@doscher.org,http://www.personalchristianitychapel.com,77,56,51,PHY,Code024
Frank,Amend,Preferred Service Group Inc,2583 Lincoln Blvd,Cambridge,ON,N1S 1A7,519-823-9369,frank@yahoo.com,http://www.preferredservicegroupinc.com,90,90,89,PHY,Code004
Lasandra,Frisinger,Jmr Marketing & Graphics Corp,1 Highway 71 S,Abbotsford,BC,V2S 2G5,604-210-7413,lfrisinger@cox.net,http://www.jmrmarketinggraphicscorp.com,54,70,,PHY,Code007
Sommer,Frere,Bliss & Nyitray Inc,1309 Pitney Rd,Saint-Hubert,QC,J3Y 4R3,450-777-9643,sfrere@yahoo.com,http://www.blissnyitrayinc.com,91,50,88,BIO,Code039
Gretchen,Mckeon,Nendels Inn/renton,809 W Bayshore Rd,Trail,BC,V1R 4Y2,250-617-7197,gretchen.mckeon@gmail.com,http://www.nendelsinnrenton.com,92,58,86,BIO,Code058
Providencia,Marien,"Pond, William S Md",83 Magnavox Way,Ottawa,ON,K2C 2V1,613-256-5226,providencia.marien@marien.com,http://www.pondwilliamsmd.com,77,68,64,POL,Code074
Lindsey,Arnoldi,Western States Petroleum Inc,87 Via Contenta,West Kelowna,BC,V1Z 2J2,250-387-4636,larnoldi@arnoldi.com,http://www.westernstatespetroleuminc.com,,52,52,MATH,Code079
Romana,Riesgraf,Sparta Engrg & Land Co Inc,986 Whitaker Way,Moncton,NB,E1A 6P3,506-310-3728,romana_riesgraf@hotmail.com,http://www.spartaengrglandcoinc.com,69,64,67,POL,Code062
Nobuko,Logwood,Ads Inc,612 York St,Sarnia,ON,N7V 3X4,519-739-4745,nobuko.logwood@cox.net,http://www.adsinc.com,82,63,74,MATH,Code024
Shawnna,Arredondo,Ef International Lang Schls,4 N Brand Blvd,Orleans,ON,K4A 0V9,613-996-1062,sarredondo@arredondo.com,http://www.efinternationallangschls.com,82,52,53,BIO,Code022
Doyle,Hathcox,Women For Meaningful Summits,48 Market St,Prince George,BC,V2M 1K4,250-227-4140,doyle.hathcox@aol.com,http://www.womenformeaningfulsummits.com,100,94,57,PHY,Code055
Jacinta,Deppen,"Orourke, Denis M Esq",1458 W Henry St,Nelson,BC,V1L 1A7,250-203-5054,jdeppen@cox.net,http://www.orourkedenismesq.com,78,50,62,MATH,Code081
Tawanna,Kuamoo,"Walker, L Mark Esq",380 Main St,Matane,QC,G4W 3G6,418-734-9693,tawanna_kuamoo@gmail.com,http://www.walkerlmarkesq.com,87,80,90,MATH,Code062
Christa,Cloutier,Abc Financial Systems,743 Wolfert Ave,Calgary,AB,T2L 2G4,403-461-2407,ccloutier@hotmail.com,http://www.abcfinancialsystems.com,95,97,66,BIO,Code061
Noe,Kotz,"Bryant, Julian A Jr",3878 Little John Way,Salt Spring Island,BC,V8K 2T5,250-901-1245,nkotz@kotz.org,http://www.bryantjulianajr.com,76,65,86,MATH,Code080
Ellen,Fajen,"Kowall, Carol Esq",32 Marguerite Pky,Edmonton,AB,T6A 0L9,780-720-7927,ellen.fajen@aol.com,http://www.kowallcarolesq.com,54,97,68,POL,Code089
Tequila,Pelletier,Feldman Co Inc,6173 Landmeier Rd,Richmond Hill,ON,L4C 9T5,905-692-6934,tequila_pelletier@cox.net,http://www.feldmancoinc.com,91,72,79,PHY,Code049
Tawny,Bonventre,Bell Mirror & Glass Inc,5 Middletown Blvd,Richmond,BC,V6Y 1L9,604-632-4346,tbonventre@aol.com,http://www.bellmirrorglassinc.com,73,53,58,PHY,Code086
Rosalyn,Mcspedon,Elton Iron Co Inc,449 Oakwood Ave,Kingston,ON,K7K 3L3,613-362-7798,rosalyn.mcspedon@mcspedon.org,http://www.eltonironcoinc.com,76,76,95,PHY,Code055
Noble,Miyata,Auto Trim Design,7059 E Kilbourn Ave #252,Tillsonburg,ON,N4G 4Y4,519-346-6651,noble_miyata@gmail.com,http://www.autotrimdesign.com,,,53,BIO,Code095
Lucille,Hubbell,E Z Tel Dirctry Brkrs & Banks,8 General Dr,Nanaimo,BC,V9R 4Z4,250-904-7361,lhubbell@yahoo.com,http://www.ezteldirctrybrkrsbanks.com,96,95,72,MATH,Code011
Azzie,Tuazon,Ruby Mfg & Sales,5518 Whippany Rd,Oakville,ON,L6L 6V2,905-208-4039,azzie.tuazon@hotmail.com,http://www.rubymfgsales.com,76,50,100,POL,Code069
Darci,Arau,Broadside Press,2 Hill Rd,Trois-Rivieres,QC,G8Z 3J2,819-294-4679,darci@cox.net,http://www.broadsidepress.com,55,79,91,POL,Code075
King,Suman,Meek & Associates Real Estate,79 Lexington Ave #83,Chicoutimi,QC,G7J 4W9,418-470-4541,king@cox.net,http://www.meekassociatesrealestate.com,86,73,69,MATH,Code077
Denny,Zeanah,Associated Brokers Inc,339 W 1st St,Montreal,QC,H2Z 1P5,514-224-2722,denny_zeanah@zeanah.com,http://www.associatedbrokersinc.com,56,72,81,BIO,Code071
Anissa,Frayer,Vend Alaska,7635 Run Subdivision,Surrey,BC,V3X 2L5,604-925-4225,afrayer@frayer.com,http://www.vendalaska.com,79,74,97,PHY,Code092
Rosann,Heinricher,Ramapo Memorial Co,91 Nw 52nd Ave,Mirabel,QC,J7N 2E1,450-474-6397,rosann_heinricher@heinricher.com,http://www.ramapomemorialco.com,55,67,73,POL,Code049
Jeannine,Rippy,"Huetter, Glen A Jr",7767 W Central Ave #2,Truro,NS,B2N 6J6,902-811-1450,jeannine_rippy@rippy.com,http://www.huetterglenajr.com,73,74,58,MATH,Code048
Lashaun,Casteneda,Gerald A Coniglio Md/facs,894 Feather River Blvd,Edmonton,AB,T6L 4W9,780-751-5370,lashaun.casteneda@casteneda.com,http://www.geraldaconigliomdfacs.com,77,99,71,BIO,Code021
Miesha,Walen,Nabisco Inc,2 Executive Blvd,Espanola,ON,P5E 1C1,705-646-4992,miesha@aol.com,http://www.nabiscoinc.com,74,97,63,POL,Code008
Marva,Kountz,"Rabin, Daniel S Esq",1 N Main St #16,Etobicoke,ON,M9A 0A5,416-494-3939,marva@gmail.com,http://www.rabindanielsesq.com,55,70,91,BIO,Code068
Dion,Lamastus,National Compugraphix Inc,44 S Highland Dr,Albanel,QC,G8M 3P2,418-212-6756,dion_lamastus@lamastus.com,http://www.nationalcompugraphixinc.com,86,61,65,POL,Code001
Hassie,Sarkin,"Eisen, Lisa",958 Airline Dr,Valley,NS,B6L 2X2,902-210-1513,hassie_sarkin@aol.com,http://www.eisenlisa.com,99,87,58,POL,Code059
Jin,Perry,Arens Publications & Printing,18 Cameron St,Etobicoke,ON,M9C 2W4,416-463-6411,jin_perry@gmail.com,http://www.arenspublicationsprinting.com,64,76,100,POL,Code017
Demetra,Peth,"Irvine, Stephanie B Esq",79 E Jackson St,Sherbrooke,QC,J1K 1C5,819-858-7901,demetra_peth@aol.com,http://www.irvinestephaniebesq.com,54,84,53,BIO,Code040
Irene,Benauides,"Bilicic, Kimberly A Esq",45 19th St,Lyttleton,NB,E9E 1Y1,506-251-3150,irene.benauides@gmail.com,http://www.bilicickimberlyaesq.com,93,67,58,PHY,Code095
Colton,Pesqueira,Willow Foods Inc,305 Industrial Blvd,Oakville,ON,L6H 6M8,905-796-8265,cpesqueira@hotmail.com,http://www.willowfoodsinc.com,96,65,58,PHY,Code002
William,Cilento,"Boland, William T Jr",1434 Ash St,Trochu,AB,T0M 2C0,403-251-6126,william.cilento@gmail.com,http://www.bolandwilliamtjr.com,79,77,50,PHY,Code065
Shannan,Cupit,Golden West Machine Inc,6 S San Marcos Rd,North York,ON,M2N 2B8,416-266-5891,shannan@cox.net,http://www.goldenwestmachineinc.com,55,73,87,MATH,Code001
Shelba,Kast,Mccarn Enterprises Inc,56 Washington Rd,Halifax,NS,B3K 2C1,902-654-7334,shelba.kast@yahoo.com,http://www.mccarnenterprisesinc.com,84,73,68,BIO,Code053
Dorcas,Diebold,Tradition Music Co,8899 E Slauson Ave,Mississauga,ON,L5M 4A7,905-860-8703,dorcas_diebold@diebold.com,http://www.traditionmusicco.com,70,85,91,POL,Code035
Rochell,Wetherby,Img Scene Internet Multimedia,142 E 57th Ave #2,Amqui,QC,G5J 1E2,418-362-9768,rwetherby@wetherby.org,http://www.imgsceneinternetmultimedia.com,90,96,76,PHY,Code096
Amber,Windell,Rose & Co Management Cnslnts,41 Augusta Hwy,Richmond,BC,V6X 3S2,604-864-2113,amber.windell@cox.net,http://www.rosecomanagementcnslnts.com,53,64,85,PHY,Code023
Stefanie,Prinkey,Cheyenne Business Equipment,985 Joyce St,Surrey,BC,V3R 4T5,604-833-9067,stefanie_prinkey@prinkey.org,http://www.cheyennebusinessequipment.com,63,96,50,BIO,Code011
Kenia,Sharples,Marc Hotels & Resorts Inc,611 Grand Ave,Calgary,AB,T2J 1Y3,403-341-7208,kenia_sharples@hotmail.com,http://www.marchotelsresortsinc.com,82,92,76,POL,Code044
Jacquline,Libbey,"Gwinn, Malcolm S Esq",647 S Rainbow Blvd Bldg #4577,Cap-aux-Meules,QC,G4T 1M6,418-682-7368,jacquline@cox.net,http://www.gwinnmalcolmsesq.com,80,69,62,MATH,Code015
Lavina,Michelet,Environmental Data Resources,2719 N Delaware St,Anjou,QC,H1M 1X5,514-842-3549,lavina.michelet@michelet.org,http://www.environmentaldataresources.com,76,91,72,POL,Code005
Billi,Kazar,"Bogart, Edward J Esq",71 Linden Ave,Surrey,BC,V3W 9G2,604-458-2387,bkazar@hotmail.com,http://www.bogartedwardjesq.com,59,65,70,MATH,Code076
Aron,Leuthold,"Huber, J R Esq",9 Park St,Chilliwack,BC,V2P 3X4,604-637-3549,aron_leuthold@leuthold.com,http://www.huberjresq.com,100,67,55,PHY,Code057
Annice,Tartar,Computer Services,430 State Route 10 #7548,Sherbrooke,QC,J1N 0H6,819-342-1651,atartar@cox.net,http://www.computerservices.com,99,53,99,MATH,Code077
Hyun,Zarazua,V R Food Equipt Sales Inc,8718 N 13th Ave,Chatham,ON,N7L 5C4,519-287-4120,hyun_zarazua@cox.net,http://www.vrfoodequiptsalesinc.com,96,92,50,MATH,Code022
Shala,Ogle,Plaza Inn,4956 Midway Rd #65,Fatima,QC,G4T 2N4,418-823-9061,shala_ogle@ogle.org,http://www.plazainn.com,83,59,93,MATH,Code019
Shasta,Canonico,Rob Young Ldo,71 West Ave,Sault Ste. Marie,ON,P6C 2C8,705-531-2796,shasta_canonico@aol.com,http://www.robyoungldo.com,62,79,52,PHY,Code087
Wenona,Braseth,"Weinbren, Don B Esq",7 Ramon Rd,Beloeil,QC,J3G 2C1,450-751-1928,wenona.braseth@braseth.org,http://www.weinbrendonbesq.com,88,67,90,PHY,Code040
Marla,Gallati,Peking Garden,922 Railroad Ave #7063,Lachine,QC,H8R 1R7,514-872-9323,mgallati@gmail.com,http://www.pekinggarden.com,98,76,95,MATH,Code070
Myra,Palenik,"Evans, Gerald H Esq",5661 Harding St,Montmagny,QC,G5V 1N6,418-930-7475,myra_palenik@palenik.com,http://www.evansgeraldhesq.com,100,56,100,POL,Code043
Lawanda,Jacocks,Houma Fabricators Inc,92 A Glenneyre Ave,Cranbrook,BC,V1C 4E3,250-226-8113,lawanda.jacocks@gmail.com,http://www.houmafabricatorsinc.com,56,66,63,MATH,Code061
Curt,Kohlman,"Bowden, Mona M Esq",5 Westbranch Dr #36,Saskatoon,SK,S7M 3S3,306-739-3437,ckohlman@hotmail.com,http://www.bowdenmonamesq.com,97,97,60,BIO,Code074
Susy,Finstad,"Weiner, Sheldon Md",6 N Town East Blvd,Calgary,AB,T2X 0J3,403-571-8756,sfinstad@aol.com,http://www.weinersheldonmd.com,87,97,91,MATH,Code044
Kathrine,Kaper,"Davis, Maxon R Esq",100 Rombouts Ave,Halifax,NS,B3N 2X2,902-500-1564,kkaper@aol.com,http://www.davismaxonresq.com,62,69,65,PHY,Code029
Oneida,Pospishil,Katherine Goldman Pc,5 E King St #6,Victoriaville,QC,G6T 1N5,819-511-9240,opospishil@aol.com,http://www.katherinegoldmanpc.com,97,86,80,BIO,Code027
Allene,Perera,M T I Corp,7167 Bethlehem Pike #80,Etobicoke,ON,M9P 1J9,416-681-6822,allene@yahoo.com,http://www.mticorp.com,76,57,52,BIO,Code063
Leonardo,Leahman,"Jacks, Gerald H Esq",80 Wisconsin Ave,Calgary,AB,T2L 1X5,403-328-5056,leonardo@aol.com,http://www.jacksgeraldhesq.com,94,95,92,PHY,Code070
Nakisha,Russi,Builders General Supply Co,8265 W Camelback Rd,Lethbridge,AB,T1H 6T3,403-513-9660,nakisha_russi@russi.com,http://www.buildersgeneralsupplyco.com,94,55,50,POL,Code096
Stephanie,Rolling,Gaber Nyman & Co,45 S Cedar Ridge Dr,Lloydminster,SK,S9V 1T4,306-510-5011,srolling@rolling.org,http://www.gabernymanco.com,74,80,65,MATH,Code086
Florinda,Haycock,"Janik, Frank J Iii",6096 N Michigan Ave,Gatineau,QC,J8P 4L6,819-820-6568,florinda_haycock@cox.net,http://www.janikfrankjiii.com,63,57,87,PHY,Code026
Merri,Geberth,Juniata College,4 Beaverbrook Rd,Winnipeg,MB,R2P 2J7,204-894-9221,merri.geberth@geberth.com,http://www.juniatacollege.com,51,99,81,PHY,Code098
Malcom,Vereen,Weso Radio Station,548 Midland Ave,Windsor,ON,N8T 1V1,519-334-1058,malcom.vereen@yahoo.com,http://www.wesoradiostation.com,80,92,96,BIO,Code035
Louvenia,Abney,L M Mccown & Son Co,6 Friendship Dr #5055,Prince Albert,SK,S6V 6A4,306-256-9309,louvenia_abney@hotmail.com,http://www.lmmccownsonco.com,72,59,96,PHY,Code043
Alita,Borlace,Medicine Shoppe,5 S Gage St #6175,Kenora,ON,P9N 1K7,807-289-5397,alita_borlace@yahoo.com,http://www.medicineshoppe.com,99,92,59,BIO,Code023
Noemi,Ill,Lafayette Apprl Producers Inc,18 Nw 6th St,Sault Ste. Marie,ON,P6B 2W6,705-414-4712,noemi_ill@ill.com,http://www.lafayetteapprlproducersinc.com,55,94,94,POL,Code022
Nydia,Ancar,C C Industries,5 Pittsford Victor Rd,Edmonton,AB,T5V 1M7,780-924-8022,nydia.ancar@ancar.com,http://www.ccindustries.com,67,89,98,PHY,Code037
Hana,Meisel,"Whitehead, David Barry Esq",6 E Rand Rd #73,Calgary,AB,T2J 1G9,403-696-7108,hana.meisel@yahoo.com,http://www.whiteheaddavidbarryesq.com,50,58,66,POL,Code076
Noel,Marrazzo,Market Decisions Inc,91 E Cary St,Camrose,AB,T4V 2Y4,780-447-2249,noel@cox.net,http://www.marketdecisionsinc.com,95,60,68,MATH,Code073
Brice,Rowe,Maryland Match Corp,5 New Circle Rd Ne,Belleville,ON,K8N 1R9,613-631-9322,brice_rowe@aol.com,http://www.marylandmatchcorp.com,99,68,55,MATH,Code075
Nguyet,Kitchens,Institute For Human Dev,68 Nw Raleigh St #88,Red Deer,AB,T4N 2H5,403-883-4097,nguyet_kitchens@yahoo.com,http://www.instituteforhumandev.com,66,86,90,PHY,Code073
Janae,Mair,Park Avenue Audio Inc,8 S Mcmullen Dr #38,Ajax,ON,L1T 1R5,905-501-5086,janae_mair@cox.net,http://www.parkavenueaudioinc.com,56,65,84,BIO,Code023
Darrel,Makley,Alliedsignal Engines,6 N Volusia Ave #2,Baie-Sainte-Anne,NB,E9A 1P1,506-839-5378,dmakley@yahoo.com,http://www.alliedsignalengines.com,55,89,55,POL,Code053
Genevieve,Milionis,J & M Janitorial Supplies,5 Cedar St,Sault Ste. Marie,ON,P6B 5Y9,705-467-4142,genevieve.milionis@hotmail.com,http://www.jmjanitorialsupplies.com,62,96,79,MATH,Code047
Giovanna,Bacho,Rumford Aquarium Inc,71 S Newtown St,North Vancouver,BC,V7M 3J6,604-203-8085,giovanna@cox.net,http://www.rumfordaquariuminc.com,93,82,99,PHY,Code042
Shelton,Spannuth,"Bell, David M Esq",4 Bloomfield Ave #5,Brandon,MB,R7B 1N3,204-364-5889,shelton.spannuth@yahoo.com,http://www.belldavidmesq.com,61,59,87,BIO,Code064
Alison,Mahlum,Walter Jerome Inc,841 N Monroe St,Belleville,ON,K8N 2W3,613-862-3122,alison_mahlum@hotmail.com,http://www.walterjeromeinc.com,65,69,81,BIO,Code061
Maynard,Zufall,"Larkin, Jay Robert Esq",5094 Poway Rd,Vancouver,BC,V5X 4K1,604-875-7745,mzufall@gmail.com,http://www.larkinjayrobertesq.com,99,95,65,PHY,Code099
Timothy,Bussert,"Purdy, Angeline Esq",43 Winnetka Ave,Toronto,ON,M4C 3Y1,416-521-5624,timothy@bussert.com,http://www.purdyangelineesq.com,81,76,50,PHY,Code029
Viola,Eddens,Hales Corners Village Printing,51 S Hulen St,Grand Manan,NB,E5G 3A8,506-772-3108,veddens@eddens.org,http://www.halescornersvillageprinting.com,83,89,59,POL,Code052
Luann,Michon,Macnaughton Einson Graphics,5 Goddard Rd,Montreal,QC,H2S 2G9,514-578-7262,luann@cox.net,http://www.macnaughtoneinsongraphics.com,88,91,74,BIO,Code081
Mable,Goerke,Detroit Newspapers,7 Woodbridge Ave,Toronto,ON,M6P 2V5,416-867-5879,mable_goerke@cox.net,http://www.detroitnewspapers.com,83,52,60,BIO,Code011
Sabine,Kaea,"Westerman, Bryan",48 Lower Ragsdale Dr #1349,Brampton,ON,L6W 1A8,905-586-1138,sabine@gmail.com,http://www.westermanbryan.com,76,100,59,MATH,Code018
Dolores,Moltz,Auto Exchange,80 S Beckley St,Fredericton,NB,E3B 2P9,506-216-2028,dolores@yahoo.com,http://www.autoexchange.com,69,59,61,PHY,Code028
Hannah,Suero,Confish Inc,3314 Hawthorne St,Oakville,ON,L6L 3G9,905-543-3967,hsuero@yahoo.com,http://www.confishinc.com,61,65,84,POL,Code060
Sonia,Blan,Kinkos Copies,924 W Saint Mary Blvd,Deer Lake,NL,A8A 2A6,709-512-6346,sblan@blan.com,http://www.kinkoscopies.com,91,70,86,POL,Code008
Cletus,Stapels,Fewel Northwest Inc,9713 Wilbur Ave #163,Edmonton,AB,T6P 1K3,780-674-7330,cletus_stapels@cox.net,http://www.fewelnorthwestinc.com,65,67,98,MATH,Code055
Asha,Zoldak,Ducson Sportswear Inc,4 Gray Ave,Saint-Stanislas,QC,G8L 7B6,418-470-9730,asha_zoldak@hotmail.com,http://www.ducsonsportswearinc.com,98,78,53,POL,Code007
Verlene,Billow,Capital Environ Drill Svc Inc,8528 A Park Rd,Brampton,ON,L6P 0X3,905-486-5455,vbillow@billow.com,http://www.capitalenvirondrillsvcinc.com,72,92,97,MATH,Code052
